Abstract,Titulo_Real,Titulo_Predito,Score,Experimento
"  We show that the usual expression for evaluating electron-phonon coupling and
the phonon linewidth in 2D metals with a cylindrical Fermi surface cannot be
applied near the wave vector corresponding to the Kohn singularity. Instead,
the Dyson equation for phonons has to be solved self-consistently. If a
self-consistent procedure is properly followed, there is no divergency in
either the coupling constant or the phonon linewidth near the offending wave
vectors, in contrast to the standard expression.
","Self-consistent theory of phonon renormalization and electron-phonon
  coupling near a 2D Kohn singularity","""Self-Sufficient Evaluation of Electron-Phonon Coupling Near the Kohn Singularity""",0.83745235,baseline
"  We model the electromagnetic signatures of massive black hole binaries
(MBHBs) with an associated gas component. The method comprises numerical
simulations of relativistic binaries and gas coupled with calculations of the
physical properties of the emitting gas. We calculate the UV/X-ray and the
Halpha light curves and the Halpha emission profiles. The simulations are
carried out with a modified version of the parallel tree SPH code Gadget. The
heating, cooling, and radiative processes are calculated for two different
physical scenarios, where the gas is approximated as a black-body or a solar
metallicity gas. The calculation for the solar metallicity scenario is carried
out with the photoionization code Cloudy. We focus on sub-parsec binaries which
have not yet entered the gravitational radiation phase. The results from the
first set of calculations, carried out for a coplanar binary and gas disk,
suggest that there are pronounced outbursts in the X-ray light curve during
pericentric passages. If such outbursts persist for a large fraction of the
lifetime of the system, they can serve as an indicator of this type of binary.
The predicted Halpha emission line profiles may be used as a criterion for
selection of MBHB candidates from existing archival data. The orbital period
and mass ratio of a binary may be inferred after carefully monitoring the
evolution of the Halpha profiles of the candidates. The discovery of sub-parsec
binaries is an important step in understanding of the merger rates of MBHBs and
their evolution towards the detectable gravitational wave window.
","Modeling of Emission Signatures of Massive Black Hole Binaries: I
  Methods","""MBHBs: A Study of Massive Black Hole Binary Systems Using Gas Components""",0.678535,baseline
"  We present HST NICMOS+ACS and Spitzer IRAC+MIPS observations of 41 galaxies
at 2<z<3.5 in the FIRES MS1054 field with red and blue rest-frame optical
colors. About half of the galaxies are very compact (effective radii r_e < 1
kpc) at rest-frame optical wavelengths, the others are extended (1< r_e < 10
kpc). For reference, 1 kpc corresponds to 0.12 arcsec at z=2.5 in the adopted
cosmology. We separate actively star forming galaxies from quiescent galaxies
by modeling their rest-frame UV-NIR SEDs. The star forming galaxies span the
full range of sizes, while the quiescent galaxies all have r_e<2kpc. In the
redshift range where MIPS 24 micron imaging is a sensitive probe of re-radiated
dust emission (z<2.5), the 24 micron fluxes confirm that the light of the small
quiescent galaxies is dominated by old stars, rather than dust-enshrouded star
formation or AGN activity. The inferred surface mass densities and velocity
dispersions for the quiescent galaxies are very high compared to those in local
galaxies. The galaxies follow a Kormendy relation (between surface brightness
and size) with approximately the same slope as locally, but shifted to brighter
surface brightnesses, consistent with a mean stellar formation redshift of
z_f~5. This paper demonstrates a direct relation between star formation
activity and size at z~2.5, and the existence of a significant population of
massive, extremely dense, old stellar systems without readily identifiable
counterparts in the local universe.
","HST and Spitzer imaging of red and blue galaxies at z~2.5: A correlation
  between size and star formation activity from compact quiescent galaxies to
  extended star forming galaxies","""Observing Compact Galaxies: A Comparison of Red and Blue Rest Frame Optical Wavelengths""",0.6124232,baseline
"  Thermal folding Molecular Dynamics simulations of the domain C5 from Myosin
Binding Protein C were performed using a native-centric model to study the role
of three mutations related to Familial Hypertrophic Cardiomyopathy. Mutation of
Asn755 causes the largest shift of the folding temperature, and the residue is
located in the CFGA' beta-sheet featuring the highest Phi-values. The mutation
thus appears to reduce the thermodynamic stability in agreement with
experimental data. The mutations on Arg654 and Arg668, conversely, cause a
little change in the folding temperature and they reside in the low Phi-value
BDE beta-sheet, so that their pathologic role cannot be related to impairment
of the folding process but possibly to the binding with target molecules. As
the typical signature of Domain C5 is the presence of a longer and
destabilizing CD-loop with respect to the other Ig-like domains we completed
the work with a bioinformatic analysis of this loop showing a high density of
negative charge and low hydrophobicity. This indicates the CD-loop as a
natively unfolded sequence with a likely coupling between folding and ligand
binding.
","Computational analysis of folding and mutation properties of C5 domain
  from Myosin binding protein C",Thermal Folding Simulations of Domain C5 from Myosin Binding Protein C: Implications for Pathological Phenotypes,0.8970847,baseline
"  We investigate the diffusive shock acceleration in the presence of the
non-resonant streaming instability introduced by Bell (2004). The numerical MHD
simulations of the magnetic field amplification combined with the analytical
treatment of cosmic ray acceleration permit us to calculate the maximum energy
of particles accelerated by high-velocity supernova shocks. The estimates for
Cas A, Kepler, SN1006, and Tycho historical supernova remnants are given. We
also found that the amplified magnetic field is preferentially oriented
perpendicular to the shock front downstream of the fast shock. This explains
the origin of the radial magnetic fields observed in young supernova remnants.
","Diffusive Shock Acceleration with Magnetic Amplification by Non-resonant
  Streaming Instability in SNRs",A Diffusive Shock Acceleration of Magnetic Fields from High-Velocity Supernovas: An Analytical Study,0.56381154,baseline
"  We prove that if $m \ge n-3$ then every $S_m$-invariant F-nef divisor on the
moduli space of stable $n$-pointed curves of genus zero is linearly equivalent
to an effective combination of boundary divisors. As an application, we
determine the Mori cone of the moduli spaces of stable curves of small genus
with few marked points.
","Positive divisors on quotients of $\bar{M}_{0,n}$ and the Mori cone of
  $\bar{M}_{g,n}$","Title: Linear Equivalence and Mori Cones for Stable Curves of Small Genus with Few Marked Points

This title encapsulates several key aspects of the research:

1. ""Linear Equivalence"" - This indicates our focus on finding equations between geometric objects (divisors) related to the moduli space of stable",0.43424457,baseline
"  In this paper we show that all supergravity billiards corresponding to
sigma-models on any U/H non compact-symmetric space and obtained by
compactifying supergravity to D=3 are fully integrable. The key point in
establishing the integration algorithm is provided by an upper triangular
embedding of the solvable Lie algebra associated with U/H into SL(N,R) which
always exists. In this context we establish a remarkable relation between the
arrow of time and the properties of the Weyl group. The asymptotic states of
the developing Universe are in one-to-one correspondence with the elements of
the Weyl group which is a property of the Tits Satake universality classes and
not of their single representatives. Furthermore the Weyl group admits a
natural ordering in terms of L(T), the number of reflections with respect to
the simple roots and the direction of time flows is always towards increasing
L(T), which plays the unexpected role of an entropy.
","The arrow of time and the Weyl group: all supergravity billiards are
  integrable",Integrability and Entropy in Superspace (2019),0.46810007,baseline
"  We compute the local spectrum of the magnetic field near a metallic
microstructure at finite temperature. Our main focus is on deviations from a
plane-layered geometry for which we review the main properties. Arbitrary
geometries are handled with the help of numerical calculations based on surface
integral equations. The magnetic noise shows a significant polarization
anisotropy above flat wires with finite lateral width, in stark contrast to an
infinitely wide wire. Within the limits of a two-dimensional setting, our
results provide accurate estimates for loss and dephasing rates in so-called
`atom chip traps' based on metallic wires. A simple approximation based on the
incoherent summation of local current elements gives qualitative agreement with
the numerics, but fails to describe current correlations among neighboring
objects.
",Magnetic noise around metallic microstructures,"""Local Spectrum Analysis of Magnetic Fields Near Metallic Microstructures: An Overview""",0.73698044,baseline
"  How far can the elementary description of centralizers of parabolic
subalgebras of Hecke algebras of finite real reflection groups be generalized
to the complex reflection group case? In this paper we begin to answer this
question by establishing results in two directions. First, under conditions
closely analogous to those existing for the real case, we give explicit
relations between coefficients in an element centralizing a generator. Second,
we introduce a tool for dealing with a major challenge of the complex case --
the ``instability'' of certain double cosets -- through the definition and use
of a double coset graph. We use these results to find integral bases for the
centralizers of generators as well as the centres of the Hecke algebras of
types $G_4$ and $G(4,1,2)$.
  Keywords: complex reflection group; Hecke algebra; centre; centralizer;
modular; double coset.
",Centralizers in the Hecke algebras of complex reflection groups,"Title: Generalized Centralizers of Parabolic Subalgebras and Double Coset Graphs

This title encapsulates several key aspects discussed in the provided abstract:

- ""Generalized"" indicates that the focus is not limited to specific cases but rather extends to more general situations or applications.

- ""Centralizers of par",0.47930223,baseline
"  Let $\xi(k,n)$ be the local time of a simple symmetric random walk on the
line. We give a strong approximation of the centered local time process
$\xi(k,n)-\xi(0,n)$ in terms of a Wiener sheet and an independent Wiener
process, time changed by an independent Brownian local time. Some related
results and consequences are also established.
","Random walk local time approximated by a Wiener sheet combined with an
  independent Brownian motion",Strong Approximation of Local Time Processes for Simple Symmetric Random Walks,0.6618593,baseline
"  Modeling non Gaussian and non stationary signals and images has always been
one of the most important part of signal and image processing methods. In this
paper, first we propose a few new models, all based on using hidden variables
for modeling either stationary but non Gaussian or Gaussian but non stationary
or non Gaussian and non stationary signals and images. Then, we will see how to
use these models in independent component analysis (ICA) or blind source
separation (BSS). The computational aspects of the Bayesian estimation
framework associated with these prior models are also discussed.
","Non Gaussianity and Non Stationarity modeled through Hidden Variables
  and their use in ICA and Blind Source Separation","""Modeling Non-Gaussian and Non-Stationary Signals and Images Using Hidden Variables: A Review and Application in Independent Component Analysis and Blind Source Separation""",0.7662461,baseline
"  A new methodology is proposed to estimate 3D displacement fields from pairs
of images obtained from X-Ray Computed Micro Tomography (XCMT). Contrary to
local approaches, a global approach is followed herein that evaluates {\em
continuous} displacement fields. Although any displacement basis could be
considered, the procedure is specialized to finite element shape functions. The
method is illustrated with the analysis of a compression test on a
polypropylene solid foam (independently studied in a companion paper). A good
stability of the measured displacement field is obtained for cubic element
sizes ranging from 16 voxels to 6 voxels.
","Three dimensional image correlation from X-Ray computed tomography of
  solid foam","""Global Displacement Estimation via Shape Function Expansion: Application to X-ray Computed Micro Tomography""",0.5656539,baseline
"  In the color glass condensate framework the saturation scale measured in deep
inelastic scattering of high energy hadrons and nuclei can be determined from
the correlator of Wilson lines in the hadron wavefunction. These same Wilson
lines give the initial condition of the classical field computation of the
initial gluon multiplicity and energy density in a heavy ion collision. In this
paper the Wilson line correlator in both adjoint and fundamental
representations is computed using exactly the same numerical procedure that has
been used to calculate gluon production in a heavy ion collision. In particular
the discretization of the longitudinal coordinate has a large numerical effect
on the relation between the color charge density parameter g^2 mu and the
saturation scale Qs. Our result for this relation is Qs = 0.6 g^2 mu, which
results in the classical Yang-Mills value for the ""gluon liberation
coefficient"" c = 1.1.
","Wilson line correlator in the MV model: relating the glasma to deep
  inelastic scattering",Title: Color Glass Condensation and Wilson Lines in Heavy Ion Collisions: Insights into Gluon Production and Energy Density Calculation,0.42453563,baseline
"  The phase transitions that occur in an infinite-range-interaction Ising
ferromagnet in the presence of a double-Gaussian random magnetic field are
analyzed. Such random fields are defined as a superposition of two Gaussian
distributions, presenting the same width $\sigma$. Is is argued that this
distribution is more appropriate for a theoretical description of real systems
than its simpler particular cases, i.e., the bimodal ($\sigma=0$) and the
single Gaussian distributions. It is shown that a low-temperature first-order
phase transition may be destructed for increasing values of $\sigma$, similarly
to what happens in the compound $Fe_{x}Mg_{1-x}Cl_{2}$, whose
finite-temperature first-order phase transition is presumably destructed by an
increase in the field randomness.
","Destruction of first-order phase transition in a random-field Ising
  model","""Random Fields in Infinite Range: A Theoretical Framework for Magnetic Systems""",0.45367807,baseline
"  We define mosaics, which are naturally in bijection with Knutson-Tao puzzles.
We define an operation on mosaics, which shows they are also in bijection with
Littlewood-Richardson skew-tableaux. Another consequence of this construction
is that we obtain bijective proofs of commutativity and associativity for the
ring structures defined either of these objects. In particular, we obtain a
new, easy proof of the Littlewood-Richardson rule. Finally we discuss how our
operation is related to other known constructions, particularly jeu de taquin.
","Puzzles, Tableaux and Mosaics","""Combinatorial Foundations of Mosaics and Littlewood-Richardson Skew-Sheeted Algebras""",0.6329495,baseline
"  Assuming a two-component quasar structure model consisting of a central
compact source and an extended outer feature, we produce microlensing
simulations for a population of star-like objects in the lens galaxy. Such a
model is a simplified version of that adopted to explain the brightness
variations observed in Q0957 (Schild & Vakulik 2003). The microlensing light
curves generated for a range of source parameters were compared to the light
curves obtained in the framework of the OGLE program. With a large number of
trials we built, in the domain of the source structure parameters, probability
distributions to find ""good"" realizations of light curves. The values of the
source parameters which provide the maximum of the joint probability
distribution calculated for all the image components, have been accepted as
estimates for the source structure parameters. The results favour the
two-component model of the quasar brightness structure over a single compact
central source model, and in general the simulations confirm the Schild-Vakulik
model that previously described successfully the microlensing and other
properties of Q0957. Adopting 3300 km/s for the transverse velocity of the
source, the effective size of the central source was determined to be about
2x10^15 cm, and Epsilon =2 was obtained for the ratio of the integral
luminosity of the outer feature to that of the central source.
",Q2237+0305 source structure and dimensions from light curves simulation,A microlensing simulation study for a two-component quasar structure.,0.32462108,baseline
"  Superconducting phase transitions in strongly type-II superconductors in the
Pauli paramagnetic limit are considered within the framework of the
Gorkov-Ginzburg-Landau approach in the lowest Landau level approximation for
both s and d-wave electron pairing. Simple analytical expressions for the
quadratic and quartic coefficients in the order parameter expansion of the
superconducting free energy are derived without relying on gradient or
wavenumber expansions. The existence of a changeover from continuos to
discontinuos superconducting phase transitions predicted to occur in the clean
limit is shown to depend only on the dimensionality of the underlying
electronic band structure. Such a changeover can take place in the quasi 2D
regime below a critical value of a 3D-2D crossover parameter.
","The Nature of the Superconducting phase Transitions in Strongly type-II
  Superconductors in the Pauli Paramagnetic limit","Title: ""Superconductivity in Strongly Type-II Superconductors: A Review of Pauli Paramagnetic Phase Transitions and their Analytical Expressions""",0.9388362,baseline
"  We study the public goods game in the noisy case by considering the players
with inhomogeneous activity teaching on a square lattice. It is shown that the
introduction of the inhomogeneous activity of teaching of the players can
remarkably promote cooperation. By investigating the effects of noise on
cooperative behavior in detail, we find that the variation of cooperator
density $\rho_C$ with the noise parameter $\kappa$ displays several different
behaviors: $\rho_C$ monotonically increases (decreases) with $\kappa$; $\rho_C$
firstly increases (decreases) with $\kappa$ and then it decreases (increases)
monotonically after reaching its maximum (minimum) value, which depends on the
amount of the multiplication factor $r$, on whether the system is homogeneous
or inhomogeneous, and on whether the adopted updating is synchronous or
asynchronous. These results imply that the noise plays an important and
nontrivial role in the evolution of cooperation.
","Effects of inhomogeneous activity of players and noise on cooperation in
  spatial public goods games",The Noise-Induced Evolution of Public Goods Game on Square Lattice with Inhomogeneous Teaching Activity,0.6784601,baseline
"  We report the first direct detection with Spitzer of galaxy filaments. Using
Spitzer and ancillary optical data, we have discovered two filamentary
structures in the outskirts of the cluster Abell 1763. Both filaments point
toward Abell 1770 which lies at the same redshift as Abell 1763 (z=0.23), at a
projected distance of ~13 Mpc. The X-ray cluster emission is elongated along
the same direction. Most of the far-infrared emission is powered by star
formation. According to the optical spectra, only one of the cluster members is
classified as an active galactic nucleus. Star formation is clearly enhanced in
galaxies along the filaments: the fraction of starburst galaxies in the
filaments is more than twice than that in other cluster regions. We speculate
that these filaments are feeding the cluster Abell 1763 by the infall of
galaxies and galaxy groups. Evidence for one of these groups is provided by the
analysis of galaxy kinematics in the central cluster region.
",Starburst galaxies in cluster-feeding filaments unveiled by Spitzer,Galaxy Filaments Detected by Spitzer in Abell 1763 Cluster,0.7437359,baseline
"  In this paper, we show that the ability to switch globally between two
2-local Hamiltonians on n qubits is sufficient for achieving universal unitary
dynamics on those n qubits. Of the two Hamiltonians used in the construction,
one is comprised of nearest-neighbour two-qubit interactions on a
one-dimensional chain, the other is comprised of single-qubit interactions. We
describe a scheme for choosing the switching times in order to generate
arbitrary one- and two-qubit gates on the n qubits. However the switching
scheme is inefficient, and we leave as an open problem the question of whether
the universality of the Hamiltonians can be exploited in an efficient way.
",Universal quantum dynamics from two 2-local Hamiltonians,Title: Efficiently Switching Between Two Local Hamiltonians via One- and Two-Qubit Gates on N qubits: A Universal Unitary Dynamics Scheme,0.7076277,baseline
"  We have developed an efficient algorithm for the subtraction of infrared
divergences that arise in the evaluation of QED corrections to the anomalous
magnetic moment of lepton (g-2). By incorporating this new algorithm, we have
extended the automated code-generating system developed previously to deal with
diagrams without internal lepton loops (called q-type), which produced
convergent integrals when applied to diagrams that have only
ultraviolet-divergent subdiagrams of vertex type. The new system produces
finite integrals for all q-type diagrams, including those that contain
self-energy subdiagrams and thus exhibit infrared-divergent behavior. We have
thus far verified the system for the sixth- and eighth-order cases. We are now
evaluating 6354 vertex diagrams of q-type that contribute to the tenth-order
lepton g-2.
","Automated Calculation Scheme for alpha^n Contributions of QED to Lepton
  g-2: New Treatment of Infrared Divergence for Diagrams without Lepton Loops","""Efficient Algorithm for Infrared Divergence Reduction in QED Corrections""",0.6448792,baseline
"  We analyze Einstein's vacuum field equations in generalized harmonic
coordinates on a compact spatial domain with boundaries. We specify a class of
boundary conditions which is constraint-preserving and sufficiently general to
include recent proposals for reducing the amount of spurious reflections of
gravitational radiation. In particular, our class comprises the boundary
conditions recently proposed by Kreiss and Winicour, a geometric modification
thereof, the freezing-Psi0 boundary condition and the hierarchy of absorbing
boundary conditions introduced by Buchman and Sarbach. Using the recent
technique developed by Kreiss and Winicour based on an appropriate reduction to
a pseudo-differential first order system, we prove well posedness of the
resulting initial-boundary value problem in the frozen coefficient
approximation. In view of the theory of pseudo-differential operators it is
expected that the full nonlinear problem is also well posed. Furthermore, we
implement some of our boundary conditions numerically and study their
effectiveness in a test problem consisting of a perturbed Schwarzschild black
hole.
","Outer boundary conditions for Einstein's field equations in harmonic
  coordinates","**Title:** **""Generalized Harmonic Coordinates and Well-Posedness of Vacuum Field Equations in Compact Spatial Domains""**",0.5744128,baseline
"  For an ordinary thermodynamical system the Poincar\'{e} recurrence time is
exponentially large in the Boltzmann entropy of the system. It turns out, that
for a system with dynamical chaos it is determined by the Kolmogorov-Sinai
entropy and can be considerably shorter. It is shown in this note that for the
de Sitter space with strong mixing properties the mean recurrence time is equal
to the inverse Hubble constant. This means that our universe can have a finite
lifetime bounded by the current age of the universe. After this time, the
universe should recycle itself and this process has neither a beginning nor an
end.
","The Poincar\'e recurrence time for the de Sitter space with dynamical
  chaos","""Time in Chaos: The Dynamics of Diverse Systems""",0.39845973,baseline
"  Geant4 is a Monte Carlo radiation transport toolkit that is becoming a tool
of generalized application in areas such as high-energy physics, nuclear
physics, astroparticle physics, or medical physics. Geant4 provides an optical
physics process category, allowing the simulation of the production and
propagation of light. Its capabilities are well tailored for the simulation of
optics systems namely in cosmic-rays experiments based in the detection of
Cherenkov and fluorescence light. The use of Geant4 as an engineering tool for
the optics design and simulation of Fresnel lens systems is discussed through a
specific example.
",A Geant4 based engineering tool for Fresnel lenses,Geant4: A Toolkit for Simulating Optical Phenomena in Physics Applications,0.574149,baseline
"  Young's integral inequality is complemented with an upper bound to the
remainder. The new inequality turns out to be equivalent to Young's inequality,
and the cases in which the equality holds become particularly transparent in
the new formulation.
",An equivalent form of Young's inequality with upper bound,A Young's Integral Inequality for the Remainder,0.75860083,baseline
"  The angular momentum is conserved in fluids with a few exceptions such as
ferrofluids. However it can be violated locally in fluid simulations to reduce
computational costs. The effects of this violation are investigated using a
particle-based simulation method, multi-particle collision dynamics, which can
switch on or off angular-momentum conservation. To this end, we study circular
Couette flows between concentric and eccentric cylinders, where non-physical
torques due to the lack of the angular-momentum conservation are found whereas
the velocity field is not affected. In addition, in simulations of fluids with
different viscosities in contact and star polymers in solvent, incorrect
angular velocities occur. These results quantitatively agree with the
theoretical predictions based on the macroscopic stress tensor.
","Relevance of angular momentum conservation in mesoscale hydrodynamics
  simulations",Title: Violations of Angular Momentum Conservation in Fluid Simulations: A Comparative Study Using Particle-Based Simulation Method and Multi-Particle Collision Dynamics,0.5919888,baseline
"  We present the results of a Suzaku study of a bright point-like source in the
6.7 keV intensity map of the Galactic center region. We detected an intense
FeXXV 6.7 keV line with an equivalent width of ~1 keV as well as emission lines
of highly ionized Ar and Ca from a spectrum obtained by the X-ray Imaging
Spectrometer. The overall spectrum is described very well by a heavily absorbed
(~2x10^{23}cm^{-2}) thin thermal plasma model with a temperature of 3.8+/-0.6
keV and a luminosity of ~3x10^{34} erg s^{-1} (2.0--8.0 keV) at 8 kpc. The
absorption, temperature, luminosity, and the 6.7 keV line intensity were
confirmed with the archived XMM-Newton data. The source has a very red
(J-Ks=8.2 mag) infrared spectral energy distribution (SED), which was fitted by
a blackbody emission of ~1000 K attenuated by a visual extinction of ~31 mag.
The high plasma temperature and the large X-ray luminosity are consistent with
a wind-wind colliding Wolf-Rayet binary. The similarity of the SED to those of
the eponymous Quintuplet cluster members suggests that the source is a WC-type
source.
","Suzaku X-Ray Spectroscopy of a Peculiar Hot Star in the Galactic Center
  Region",Title: A Bright Point-like Source in the Galactic Center Region: Evidence for a Wolf-Rayet Binary System,0.5789144,baseline
"  We consider the Mielke-Baekler model of three-dimensional AdS gravity with
torsion, which has gravitational and translational Chern-Simons terms in
addition to the usual Einstein-Hilbert action with cosmological constant. It is
shown that the topological nature of the model leads to a finite
Fefferman-Graham expansion. We derive the holographic stress tensor and the
associated Ward identities and show that, due to the asymmetry of the left- and
right-moving central charges, a Lorentz anomaly appears in the dual conformal
field theory. Both the consistent and the covariant Weyl and Lorentz anomaly
are determined, and the Wess-Zumino consistency conditions for the former are
verified. Moreover we consider the most general solution with flat boundary
geometry, which describes left-and right-moving gravitational waves on AdS_3
with torsion, and shew that in this case the holographic energy-momentum tensor
is given by the wave profiles. The anomalous transformation laws of the wave
profiles under diffeomorphisms preserving the asymptotic form of the bulk
solution yield the central charges of the dual CFT and confirm the results that
appeared earlier on in the literature. We finally comment on some points
concerning the microstate counting for the Riemann-Cartan black hole.
",The CFT dual of AdS gravity with torsion,"**Title:**
Holography Beyond the Standard Model: A Comprehensive Review and Application to Three-Dimensional AdS Gravity

This title encapsulates several key aspects of the research discussed:
1. It highlights the importance of holography (the relationship between quantum and bulk descriptions) in AdS gravity models.
2",0.56594044,baseline
"  Multi-Conjugate Adaptive Optics (MCAO) combines the advantages of standard
adaptive optics, which provides high contrast and high spatial resolution, and
of wide field ~1' imaging. Up to recently, MCAO for astronomy was limited to
laboratory experiments. In this paper, we present the first scientific results
obtained with the first MCAO instrument put on the sky. We present a new study
of the Trapezium cluster using deep MCAO images with a field of view of 1'x1'
obtained at the VLT. We have used deep J, H and Ks images recently obtained
with the prototype MCAO facility MAD at the VLT in order to search for new
members and new multiple systems in the Trapezium cluster. On bright targets
(Ks~9mag), these images allow us to reach DeltaKs~6mag as close as 0.4"" We
report the detection of 128 sources, including 10 new faint objects in the
magnitude range between 16.1<Ks<17.9mag. In addition to all previously known
multiple systems with separations greater than 0.1"", we confirm the
multiplicity of TCC-055. We also report the detection in J, H and Ks of a very
red extended embedded protostellar object, HC419, previously detected in the
thermal infrared only. The analysis of the first MCAO images obtained on the
sky demonstrates not only the technical feasibility of MCAO but also its great
potential and versatility in terms of scientific outputs.
",Multi-Conjugate Adaptive Optics images of the Trapezium Cluster,Multi-Conjugate Adaptive Optics: A Scientific First for Astronomy (Scientific Review),0.6831859,baseline
"  We report strong variations in the Raman spectra for different single-layer
graphene samples obtained by micromechanical cleavage, which reveals the
presence of excess charges, even in the absence of intentional doping. Doping
concentrations up to ~10^13 cm-2 are estimated from the G peak shift and width,
and the variation of both position and relative intensity of the second order
2D peak. Asymmetric G peaks indicate charge inhomogeneity on the scale of less
than 1 micron.
",Raman Fingerprint of Charged Impurities in Graphene,"Title: ""Doping Variability in Single-Layer Graphene: Insights into Charge Inhomogeneities via Raman Spectroscopy""",0.8012395,baseline
"  A major hindrance to studies of microbial diversity has been that the vast
majority of microbes cannot be cultured in the laboratory and thus are not
amenable to traditional methods of characterization. Environmental shotgun
sequencing (ESS) overcomes this hurdle by sequencing the DNA from the organisms
present in a microbial community. The interpretation of this metagenomic data
can be greatly facilitated by associating every sequence read with its source
organism. We report the development of CompostBin, a DNA composition-based
algorithm for analyzing metagenomic sequence reads and distributing them into
taxon-specific bins. Unlike previous methods that seek to bin assembled contigs
and often require training on known reference genomes, CompostBin has the
ability to accurately bin raw sequence reads without need for assembly or
training. It applies principal component analysis to project the data into an
informative lower-dimensional space, and then uses the normalized cut
clustering algorithm on this filtered data set to classify sequences into
taxon-specific bins. We demonstrate the algorithm's accuracy on a variety of
simulated data sets and on one metagenomic data set with known species
assignments. CompostBin is a work in progress, with several refinements of the
algorithm planned for the future.
","CompostBin: A DNA composition-based algorithm for binning environmental
  shotgun reads","""CompostBin: An Automated Taxonomy-Driven Metagenomic Data Analysis Algorithm""",0.5664836,baseline
"  Attempts to grow terbium aluminium garnet (Tb3Al5O12, TAG) by the Czochralski
method lead to crystals of millimeter scale. Larger crystals could not be
obtained. DTA measurements within the binary system showed that TAG melts
incongruently at 1840 deg. C. The perovskite (TbAlO3, TAP) with a congruent
melting point of 1930 deg. C is the most stable phase in this system. The
region for primary crystallization of TAP covers the chemical composition of
TAG and suppresses the primary crystallization of the terbium aluminium garnet.
",On the Crystallization of Terbium Aluminium Garnet,"Tunable Tb-Al Garnets: From Synthesis to Applications - A Review

Synthetic growth techniques such as the Czochroos method have revolutionized the production of high-quality terbium aluminum garnet (Tb3Al5O12, TAG). However, despite their promise, obtaining larger crystals",0.7479979,baseline
"  The LHCb Outer Tracker is a straw drift detector with a modular design and a
total of 53760 readout channels distributed over a sensitive area of 12 double
layers of 6x5 m2 each. The main electronics readout requirement is the precise
(0.5 ns) drift time measurement at an occupancy of 4% and 1 MHz readout. A
total of 128 channels are read out by one Front-End box. About half of the
FE-Boxes have been built. Quality Assurance during the production has been
performed on single FE-Box components. The assembled FE-Box is finally
commissioned using a special FE-Tester. The FE-Tester is a programmable pulser
with a time resolution of 150 ps capable to simulate all the functionality of
the readout mimicking the real detector. Consequently, problems have been found
and solved resulting in good overall performance.
","Production and Testing of the LHCb Outer Tracker Front End Readout
  Electronics","Title: The LHCb Outer Tracker: A Modular, Straw Drift Detector with 53760 Readout Channels, Fully Functional Readout Mimics, and High-Quality Assembly Quality.",0.73349816,baseline
"  We pose a new and intriguing question motivated by distributed computing
regarding random walks on graphs: How long does it take for several independent
random walks, starting from the same vertex, to cover an entire graph? We study
the cover time - the expected time required to visit every node in a graph at
least once - and we show that for a large collection of interesting graphs,
running many random walks in parallel yields a speed-up in the cover time that
is linear in the number of parallel walks. We demonstrate that an exponential
speed-up is sometimes possible, but that some natural graphs allow only a
logarithmic speed-up. A problem related to ours (in which the walks start from
some probabilistic distribution on vertices) was previously studied in the
context of space efficient algorithms for undirected s-t connectivity and our
results yield, in certain cases, an improvement upon some of the earlier
bounds.
",Many Random Walks Are Faster Than One,Title: Parallel Random Walks on Graphs: Time Efficiency Through Parallelism,0.70945704,baseline
"  We prove that every multiplicative bijective map, Jordan bijective map, and
Jordan triple bijective map from a triangular algebra onto any ring is
automatically additive.
",Additivity of Maps on Triangular Algebras,Title: Automatically Additive Maps from Triangular Algebras to Rings: A Survey of Results and Open Questions,0.7991572,baseline
"  We resolve an old problem about the existence of hidden parameters in a
three-dimensional quantum system by constructing an appropriate Bell's type
inequality. This reveals a nonclassical nature of most spin-$1$ states. We
shortly discuss some physical implications and an underlying cause of this
nonclassical behavior, as well as a perspective of its experimental
verification.
",A simple test for hidden variables in spin-1 system,"""Hidden Parameters in Quantum Systems: A New Approach Using Bell's Inequality""",0.47991076,baseline
"  Using 14.0\times 10^6 \psi(2S) events collected with the BES-II detector, the
C-parity violating process J/psi->gamma gamma via psi(2S)->pi+pi- J/psi is
studied. We determine a new upper limit for the J/psi->gamma gamma branching
ratio of B(J/psi->gamma gamma)<2.2\times 10^{-5} at the 90% C.L., which is
about 20 times lower than the previous measurement.
","Search for the C-parity violating process J/psi->gamma gamma via
  psi(2S)->pi+pi- J/psi","""New Limit on J/psi -> Gamma Gamma via Psi(2S) -> Pi+Pi- via Psi(2S)""",0.66963506,baseline
"  With the goal of measuring localization in disordered interacting systems, we
examine the finite-size scaling of the geometrically-averaged density of states
calculated from the local Green's function with finite energy resolution. Our
results show that, unlike in a simple energy binning procedure, there is no
limit in which the finite energy resolution is irrelevant.
","The geometrically-averaged density of states calculated from the local
  Green's function as a measure of localization",Finite Size Scaling of Localized Density of States in Disordered Systems: A Review and New Results,0.5359992,baseline
